"strap","Parcelno"
"R0011991","157709303005"
"R0011992","157708123013"
"R0011993","146333206009"
"R0011994","157707102049"
"R0011995","157708303025"
"R0011996","157704324001"
"R0011997","146333307015"
"R0011998","146332428001"
"R0011999","157708414024"
"R0012000","157708224023"
"R0012001","157705307022"
"R0012003","157708414012"
"R0012004","157707107020"
"R0012005","157708414011"
"R0012006","157708310022"
"R0012007","157708103028"
"R0012008","157717206017"
"R0012009","157708104013"
"R0012010","157708124015"
"R0012011","157708314027"
"R0012012","157708308002"
"R0012013","146332423007"
"R0012014","157708303035"
"R0012015","157708319006"
"R0012016","157708218008"
"R0012017","157708114023"
"R0012018","157705220009"
"R0012019","146333314035"
"R0012020","157705315007"
"R0012021","157708414008"
"R0012022","157708115019"
"R0012023","157708214007"
"R0012024","157708218011"
"R0012025","157707108016"
"R0012026","157708205004"
"R0012027","157717206023"
"R0012028","157707109013"
"R0012029","157708404013"
"R0012030","146332423008"
"R0012031","146332408001"
"R0012032","146332100002"
"R0012033","157705419008"
"R0012035","157708304036"
"R0012036","157708209033"
"R0012037","157705220001"
"R0012038","146333203025"
"R0012039","157704326005"
"R0012040","157708216005"
"R0012041","146332431015"
"R0012042","146332424018"
"R0012043","157708210002"
"R0012044","157707102074"
"R0012045","146332423015"
"R0012046","157705217004"
"R0012047","157717201014"
"R0012048","157707102007"
"R0012049","157708213002"
"R0012050","157705424004"
"R0012051","157708401006"
"R0012052","157708301009"
"R0012053","146332425012"
"R0012054","146333104027"
"R0012055","157708122007"
"R0012056","157705416006"
"R0012057","157705116006"
"R0012058","157705333002"
"R0012059","157708102034"
"R0012060","157717208008"
"R0012061","157705324005"
"R0012062","157708404006"
"R0012063","157709305002"
"R0012064","157708413010"
"R0012065","157708314006"
"R0012066","157708413015"
"R0012067","157708303034"
"R0012068","146332426014"
"R0012069","146333314023"
"R0012070","157708321013"
"R0012071","157708412002"
"R0012072","157704324010"
"R0012073","157708127007"
"R0012074","157708321030"
"R0012075","157707102077"
"R0012076","157708412009"
"R0012077","157707104003"
"R0012078","146332418007"
"R0012079","157708406024"
"R0012080","157705229014"
"R0012081","146333314004"
"R0012082","157708317009"
"R0012083","146333312024"
"R0012084","157705423036"
"R0012085","157708404009"
"R0012086","146333108003"
"R0012087","157709313067"
"R0012088","146333309019"
"R0012089","157708106003"
"R0012090","157707109014"
"R0012091","157708116003"
"R0012092","157708217008"
"R0012093","157708319012"
"R0012094","157708308015"
"R0012095","157708312033"
"R0012096","157705411032"
"R0012097","157708319021"
"R0012098","157705308006"
"R0012099","146333307013"
"R0012100","157708131010"
"R0012101","146333312018"
"R0012102","157708104008"
"R0012103","157704326010"
"R0012104","157708212008"
"R0012105","157705421007"
"R0012106","157708303024"
"R0012107","157708309012"
"R0012108","146333435007"
"R0012109","157708106016"
"R0012110","157709309019"
"R0012111","157708308032"
"R0012112","157709310002"
"R0012113","157708309006"
"R0012114","157705225007"
"R0012115","157705225004"
"R0012116","157705421004"
"R0012117","146332430016"
"R0012118","157708322002"
"R0012119","157708310038"
"R0012120","157705409004"
"R0012121","157708413029"
"R0012122","157708304016"
"R0012123","157705321023"
"R0012124","157708312012"
"R0012125","157708312034"
"R0012126","157707409009"
"R0012127","157708313016"
"R0012128","157705424016"
"R0012129","146319126003"
"R0012130","157705220006"
"R0012131","146332419012"
"R0012132","146333205017"
"R0012133","157705420022"
"R0012134","157705415006"
"R0012135","157704325006"
"R0012136","157705222010"
"R0012137","157707102059"
"R0012138","157708408014"
"R0012139","157718107001"
"R0012140","157705427018"
"R0012141","157705423009"
"R0012142","157717204016"
"R0012143","157705325010"
"R0012144","157708124012"
"R0012145","157707101009"
"R0012146","157708105033"
"R0012147","157708222003"
"R0012148","157718101019"
"R0012149","157717206007"
"R0012150","157708317036"
"R0012151","157708207002"
"R0012152","157705227009"
"R0012153","146332100007"
"R0012154","157709309001"
"R0012155","157709309008"
"R0012156","157705409026"
"R0012157","157708107019"
"R0012158","146332415015"
"R0012159","146332424010"
"R0012160","146332420012"
"R0012161","157708310071"
"R0012162","157708318012"
"R0012163","157708207020"
"R0012164","157705413001"
"R0012165","157707103002"
"R0012166","157708119008"
"R0012167","157707106021"
"R0012168","157705420007"
"R0012169","146332418009"
"R0012170","157708210003"
"R0012171","157707406033"
"R0012172","157717211001"
"R0012173","146332418017"
"R0012174","146333307024"
"R0012175","157708105016"
"R0012176","157705424003"
"R0012177","157708414004"
"R0012178","157709313097"
"R0012179","157707105019"
"R0012180","157705427008"
"R0012181","157705429003"
"R0012182","157705430013"
"R0012183","157705222001"
"R0012184","146332418003"
"R0012185","146332409008"
"R0012186","146332423035"
"R0012187","157705305003"
"R0012188","146332423019"
"R0012189","157705220003"
"R0012190","157705308020"
"R0012191","157705424034"
"R0012192","157705311026"
"R0012193","157708212011"
"R0012194","157705333001"
"R0012195","146332420019"
"R0012196","157708102008"
"R0012197","157708101014"
"R0012198","157708115008"
"R0012199","157705423004"
"R0012200","157708120008"
"R0012201","157704323003"
"R0012202","157708114019"
"R0012203","157717205005"
"R0012204","157707104005"
"R0012205","157707106016"
"R0012206","146333105001"
"R0012207","146333105002"
"R0012208","146333105003"
"R0012209","157708404010"
"R0012210","157708411001"
"R0012211","157708115003"
"R0012212","157709309020"
"R0012213","157708319011"
"R0012214","157708108010"
"R0012215","157709313003"
"R0012216","157708311008"
"R0012217","157705222009"
"R0012218","157708206002"
"R0012219","157705426007"
"R0012220","146332418023"
"R0012221","157705311029"
"R0012222","157707111024"
"R0012223","157707102061"
"R0012224","157708131021"
"R0012225","146333304017"
"R0012226","157708221014"
"R0012227","157705314016"
"R0012228","157705424030"
"R0012229","157708128017"
"R0012230","157705415025"
"R0012231","157705332005"
"R0012232","157708310041"
"R0012233","157708413009"
"R0012234","146332419003"
"R0012235","157705228002"
"R0012236","146333206014"
"R0012237","157708209012"
"R0012238","157705314005"
"R0012239","146333307004"
"R0012240","157708321021"
"R0012241","146332431023"
"R0012242","157705415019"
"R0012243","157708123003"
"R0012244","157707406017"
"R0012245","157705425027"
"R0012246","157705222015"
"R0012247","157708127001"
"R0012248","146333303008"
"R0012249","157717206029"
"R0012250","157705414009"
"R0012251","157708310040"
"R0012253","146333312031"
"R0012254","157708105035"
"R0012255","157708404015"
"R0012256","157717204020"
"R0012257","146333314053"
"R0012258","157708306012"
"R0012259","146333312009"
"R0012260","157707408060"
"R0012261","157708301002"
"R0012262","157718104014"
"R0012263","157707111016"
"R0012264","157707111027"
"R0012265","146332413009"
"R0012266","146332419005"
"R0012267","157705409032"
"R0012268","157709312005"
"R0012269","157708319017"
"R0012270","157708413026"
"R0012271","157708130005"
"R0012272","146333206007"
"R0012273","157709310016"
"R0012274","157708123028"
"R0012275","157717206020"
"R0012276","157707104006"
"R0012277","157708102032"
"R0012278","157708219035"
"R0012279","157708107018"
"R0012280","157708106025"
"R0012281","157708406010"
"R0012282","157705419023"
"R0012283","157709308022"
"R0012284","157708303017"
"R0012285","157708301021"
"R0012286","157717205024"
"R0012287","157708407009"
"R0012288","157708107030"
"R0012289","157705407005"
"R0012290","146333433002"
"R0012291","157708223038"
"R0012292","146333301004"
"R0012293","157708402002"
"R0012294","157708301005"
"R0012295","146332431019"
"R0012296","157707408098"
"R0012297","157708117001"
"R0012298","146332420022"
"R0012299","146333433010"
"R0012300","146332409015"
"R0012301","157709313075"
"R0012302","157705117007"
"R0012303","157708116010"
"R0012304","157708315007"
"R0012305","157708124004"
"R0012306","157708308022"
"R0012307","157708223009"
"R0012308","146332421003"
"R0012309","157708205007"
"R0012310","157708410002"
"R0012311","157707102047"
"R0012312","146333104031"
"R0012313","157705300003"
"R0012314","157707102050"
"R0012315","157708324001"
"R0012316","157705424029"
"R0012317","157708304040"
"R0012318","146333309002"
"R0012319","146333308008"
"R0012320","157708313046"
"R0012321","157705417001"
"R0012322","157705427019"
"R0012323","146333106008"
"R0012324","157708314013"
"R0012325","146333309004"
"R0012326","157708220017"
"R0012327","157709311004"
"R0012328","146333303001"
"R0012329","157707106003"
"R0012330","157705335007"
"R0012331","157708406023"
"R0012332","157707409006"
"R0012333","146332431003"
"R0012334","157708312039"
"R0012335","157708317026"
"R0012336","146333107012"
"R0012337","157708413001"
"R0012338","157705409020"
"R0012339","157705424009"
"R0012340","157705423016"
"R0012341","157705428007"
"R0012342","157708310005"
"R0012343","146332430015"
"R0012344","157707108023"
"R0012345","157705308022"
"R0012346","157708215005"
"R0012347","157718103009"
"R0012348","157708312003"
"R0012349","157717204023"
"R0012350","157709304008"
"R0012351","157708305018"
"R0012352","157708103013"
"R0012353","157704323001"
"R0012354","157707111023"
"R0012355","157708321032"
"R0012356","157708321050"
"R0012357","157708222016"
"R0012358","157708219012"
"R0012359","146333306005"
"R0012360","157708222011"
"R0012361","146332431006"
"R0012362","157708127004"
"R0012363","146333203016"
"R0012364","157705407018"
"R0012365","146332423021"
"R0012366","157705230002"
"R0012367","157708307003"
"R0012368","157708310044"
"R0012369","157708105011"
"R0012370","157705409017"
"R0012371","157708224021"
"R0012372","146332406011"
"R0012376","157709314001"
"R0012378","157705326007"
"R0012379","157707106001"
"R0012380","157709306002"
"R0012381","157705103010"
"R0012382","157708114021"
"R0012383","146333203020"
"R0012384","157709313054"
"R0012385","157717202002"
"R0012386","157708210007"
"R0012387","157708319014"
"R0012388","157708113020"
"R0012389","157705419022"
"R0012390","157708105006"
"R0012391","157708304028"
"R0012392","157707102039"
"R0012393","146332100014"
"R0012395","146333204021"
"R0012396","157708310009"
"R0012397","157707406020"
"R0012398","157705429007"
"R0012399","157708108009"
"R0012400","146333309018"
"R0012401","157705427015"
"R0012402","146332420030"
"R0012403","146333203017"
"R0012404","146332419031"
"R0012405","157705415004"
"R0012406","157708221010"
"R0012407","157708223022"
"R0012408","157709307016"
"R0012409","157705407019"
"R0012410","157708413021"
"R0012411","146333314036"
"R0012412","146332431025"
"R0012413","157707111028"
"R0012414","157705227008"
"R0012415","157705333005"
"R0012416","157708324005"
"R0012417","157708119009"
"R0012418","157708410001"
"R0012419","157708205011"
"R0012420","157708413019"
"R0012421","146332422012"
"R0012425","157717205027"
"R0012427","157717205031"
"R0012428","157717205037"
"R0012436","157717103001"
"R0012437","157718101011"
"R0012438","157708123022"
"R0012439","157708216016"
"R0012440","157705419025"
"R0012441","157708114009"
"R0012442","157717205010"
"R0012443","146333314047"
"R0012444","157705409011"
"R0012445","157717202017"
"R0012446","157704328008"
"R0012447","146333314042"
"R0012448","157708116004"
"R0012449","157708321026"
"R0012450","157708310024"
"R0012451","146332400005"
"R0012452","146332417004"
"R0012453","157709304014"
"R0012454","146333302002"
"R0012455","157717209008"
"R0012456","157705429010"
"R0012457","157708219013"
"R0012458","157708310068"
"R0012459","157707111046"
"R0012460","157717210006"
"R0012461","157705100004"
"R0012462","157707405019"
"R0012463","157709313010"
"R0012464","146333107010"
"R0012465","146333307008"
"R0012466","157718104012"
"R0012467","157705423012"
"R0012468","146332423029"
"R0012469","146333304018"
"R0012470","157705429009"
"R0012471","157705307001"
"R0012472","157708406019"
"R0012473","157707111006"
"R0012474","157705426009"
"R0012475","157709308002"
"R0012476","157708310073"
"R0012477","157708127010"
"R0012478","146332422005"
"R0012479","146333435002"
"R0012480","146333308002"
"R0012481","146333314002"
"R0012482","157705422032"
"R0012483","146333314007"
"R0012484","146333204003"
"R0012485","157709313073"
"R0012486","157708314015"
"R0012487","146332430022"
"R0012488","146332423016"
"R0012489","157705308012"
"R0012490","157717206006"
"R0012491","157705411024"
"R0012492","157705425026"
"R0012493","146333315014"
"R0012494","157708404008"
"R0012495","157708317013"
"R0012496","157705415013"
"R0012497","157708310010"
"R0012498","157705419011"
"R0012500","157704327002"
"R0012501","157705423037"
"R0012502","157709309021"
"R0012503","157708302026"
"R0012504","146332427006"
"R0012505","157705332004"
"R0012506","157708123009"
"R0012507","157718104002"
"R0012508","157705229001"
"R0012509","157705229021"
"R0012510","157705420013"
"R0012511","157708311011"
"R0012512","157704327003"
"R0012513","157708416001"
"R0012514","157708103026"
"R0012515","146333208015"
"R0012516","157708223004"
"R0012517","157708410008"
"R0012518","157708205003"
"R0012519","157708308033"
"R0012520","146332410004"
"R0012521","157708417007"
"R0012522","157705411035"
"R0012523","157708111006"
"R0012524","157705417003"
"R0012525","157705116003"
"R0012526","146333314034"
"R0012527","157708216017"
"R0012528","157708314002"
"R0012529","157705424001"
"R0012530","157708105012"
"R0012531","157708301016"
"R0012532","157705411023"
"R0012533","157708321007"
"R0012534","157707108010"
"R0012535","157708106011"
"R0012536","157708113018"
"R0012537","146333206013"
"R0012538","157708307027"
"R0012539","157704327007"
"R0012540","157707408040"
"R0012541","146333314039"
"R0012542","157708312021"
"R0012543","157708310060"
"R0012544","146333315015"
"R0012545","146333434005"
"R0012546","157705229020"
"R0012547","146333308004"
"R0012548","157708318013"
"R0012549","157705409027"
"R0012550","157708114020"
"R0012551","157708306025"
"R0012552","157708410009"
"R0012553","146333302008"
"R0012554","157708107002"
"R0012555","157705415014"
"R0012556","157708105010"
"R0012557","157708319015"
"R0012558","157707408055"
"R0012559","157709313049"
"R0012560","146332419034"
"R0012561","157708412011"
"R0012562","157718101022"
"R0012563","157718101023"
"R0012564","157708310043"
"R0012565","146333302016"
"R0012566","146333205013"
"R0012567","157709313069"
"R0012568","157717107003"
"R0012569","157704326006"
"R0012570","157708312008"
"R0012571","157708215010"
"R0012572","157708130002"
"R0012573","146333306003"
"R0012574","157708206005"
"R0012575","157708306021"
"R0012576","157708303010"
"R0012577","157707102006"
"R0012578","146333106006"
"R0012579","157705217015"
"R0012580","157705217005"
"R0012581","146333432004"
"R0012582","146333304026"
"R0012583","157708209023"
"R0012584","157708106001"
"R0012585","157705324009"
"R0012586","146333308020"
"R0012587","157707108009"
"R0012588","157707404007"
"R0012589","157708204008"
"R0012590","157708321014"
"R0012591","157707106012"
"R0012592","157708112009"
"R0012593","157708115016"
"R0012594","157708124006"
"R0012595","157705335013"
"R0012596","146332424008"
"R0012597","157705409029"
"R0012598","146333308025"
"R0012599","157705425029"
"R0012600","157708406013"
"R0012604","157717206015"
"R0012605","157717206016"
"R0012606","157708308026"
"R0012607","157708308029"
"R0012608","157708102002"
"R0012609","157704326007"
"R0012610","146332412004"
"R0012611","146333301015"
"R0012612","146332418029"
"R0012613","157708321017"
"R0012614","157705115001"
"R0012615","146333320001"
"R0012616","146333301027"
"R0012617","157708307016"
"R0012618","157708113017"
"R0012619","157707102017"
"R0012620","157708402001"
"R0012621","146333314006"
"R0012622","157708309004"
"R0012623","157708302017"
"R0012624","157717204013"
"R0012625","146333312013"
"R0012626","146333307030"
"R0012627","157708215007"
"R0012628","157708103018"
"R0012629","146333312030"
"R0012630","157705415033"
"R0012631","157707408042"
"R0012633","157708310016"
"R0012634","157708106005"
"R0012635","157705424002"
"R0012636","157705303001"
"R0012637","157717203012"
"R0012638","157708224017"
"R0012639","157709308008"
"R0012640","157705228009"
"R0012641","157717204029"
"R0012642","157707102010"
"R0012643","157705411014"
"R0012644","146333214002"
"R0012646","157717105015"
"R0012647","157717106002"
"R0012648","157717211003"
"R0012650","157717106009"
"R0012651","157717106003"
"R0012652","157717209002"
"R0012653","157717206033"
"R0012654","157708404011"
"R0012655","157708130008"
"R0012656","157708319018"
"R0012657","146333131001"
"R0012658","157718104004"
"R0012659","157707411003"
"R0012660","146333314018"
"R0012661","157705328002"
"R0012662","157708405004"
"R0012663","157707106004"
"R0012664","157718103004"
"R0012665","157708124008"
"R0012666","157705424021"
"R0012667","146333204011"
"R0012668","157708209009"
"R0012669","157705118002"
"R0012670","157708409003"
"R0012671","157708103023"
"R0012672","146333204009"
"R0012673","146332423020"
"R0012674","157705411028"
"R0012675","157709310014"
"R0012676","157708323019"
"R0012677","157708219030"
"R0012678","157708409006"
"R0012679","157717204025"
"R0012680","146332419008"
"R0012681","146333314056"
"R0012682","157708314026"
"R0012683","146333311001"
"R0012684","146333308023"
"R0012685","157709313039"
"R0012686","157708221008"
"R0012687","157705425006"
"R0012688","157708116012"
"R0012689","157708106013"
"R0012690","157705422007"
"R0012691","157709307014"
"R0012692","157709304013"
"R0012693","146333316003"
"R0012694","157708313007"
"R0012695","157708207012"
"R0012696","157707408100"
"R0012697","157705228010"
"R0012698","146333312025"
"R0012699","157708221015"
"R0012700","157708124007"
"R0012701","157705103001"
"R0012702","157708311002"
"R0012703","146333307016"
"R0012704","157708113012"
"R0012705","146333433011"
"R0012706","157708318009"
"R0012707","157708101006"
"R0012708","157718104005"
"R0012709","157708223008"
"R0012710","146332425009"
"R0012711","146333207015"
"R0012712","157705419007"
"R0012713","157705427002"
"R0012714","146332421014"
"R0012715","157707108014"
"R0012716","157705409023"
"R0012717","146333306008"
"R0012718","157708211021"
"R0012719","146332100004"
"R0012720","157705100016"
"R0012721","157709310010"
"R0012722","157717205036"
"R0012723","157708407035"
"R0012724","157708219025"
"R0012725","157708102028"
"R0012726","157708104001"
"R0012727","157708408011"
"R0012728","157708321041"
"R0012729","157709313006"
"R0012730","157705229012"
"R0012731","157704325008"
"R0012732","146333312010"
"R0012733","157708405014"
"R0012734","157705426003"
"R0012735","157708111002"
"R0012736","157705426006"
"R0012737","157705427017"
"R0012738","157707408089"
"R0012739","157705217002"
"R0012740","157705217016"
"R0012741","146333308005"
"R0012742","157705426002"
"R0012743","146333301002"
"R0012744","157705422005"
"R0012745","157708223002"
"R0012746","157705425020"
"R0012747","157708213007"
"R0012748","146332408002"
"R0012749","146332431018"
"R0012750","157708306004"
"R0012751","157707109010"
"R0012752","157708317022"
"R0012753","157708217013"
"R0012754","157708224027"
"R0012755","146332415005"
"R0012756","146333306013"
"R0012757","146332420032"
"R0012758","157708303006"
"R0012759","146332430001"
"R0012760","157705407001"
"R0012761","157705335009"
"R0012762","146333203015"
"R0012763","157708222021"
"R0012764","157709303011"
"R0012765","157708407025"
"R0012766","157705221002"
"R0012767","157708126002"
"R0012768","146332408005"
"R0012769","157708124016"
"R0012770","146332423005"
"R0012771","157708401003"
"R0012772","157708217017"
"R0012773","157708108011"
"R0012774","146333307025"
"R0012781","146333436001"
"R0012782","157717107001"
"R0012783","157708211015"
"R0012784","157705218001"
"R0012785","157705422003"
"R0012786","157708102013"
"R0012787","157705335011"
"R0012788","146332411003"
"R0012789","157708307010"
"R0012790","146333432002"
"R0012791","157709310017"
"R0012792","157708220010"
"R0012793","157708219031"
"R0012794","157705335026"
"R0012795","157708309007"
"R0012796","146333207026"
"R0012797","157705423035"
"R0012798","157708219022"
"R0012799","157704324007"
"R0012800","157708210012"
"R0012801","157708211020"
"R0012802","157708210011"
"R0012803","146332420031"
"R0012804","157708113007"
"R0012805","157717202009"
"R0012806","157705222003"
"R0012807","157708107031"
"R0012808","146332405001"
"R0012809","146333301007"
"R0012810","157709313036"
"R0012811","157709313037"
"R0012812","157709308014"
"R0012813","157705420001"
"R0012814","157708102003"
"R0012815","146333309006"
"R0012816","157705423034"
"R0012817","157705312008"
"R0012818","157708313036"
"R0012819","157705315016"
"R0012820","157707404015"
"R0012821","157705305004"
"R0012822","157708313045"
"R0012823","157705422031"
"R0012824","157708107024"
"R0012825","157708107025"
"R0012826","157718106003"
"R0012827","146333312041"
"R0012828","157708312014"
"R0012829","157708310020"
"R0012830","157708407028"
"R0012831","146333311003"
"R0012832","146332425003"
"R0012833","146332427004"
"R0012834","157705103007"
"R0012835","157717201004"
"R0012836","146332418002"
"R0012837","146333432007"
"R0012838","157705328001"
"R0012839","157708123033"
"R0012840","157705335012"
"R0012841","157708210015"
"R0012842","157717204027"
"R0012843","157708128009"
"R0012844","146333308021"
"R0012845","157708219015"
"R0012846","157705116002"
"R0012847","157709306015"
"R0012848","157708406005"
"R0012849","157705409018"
"R0012850","157705418012"
"R0012851","157705305005"
"R0012852","157708213008"
"R0012853","157708106004"
"R0012854","157705313002"
"R0012855","157707405003"
"R0012856","157708131006"
"R0012857","157705430003"
"R0012858","157708323007"
"R0012859","146333310001"
"R0012860","146333310002"
"R0012862","146327002004"
"R0012863","157709309011"
"R0012864","157709307012"
"R0012865","157705229005"
"R0012866","157705425005"
"R0012867","157717201008"
"R0012868","157708406025"
"R0012869","157708319026"
"R0012870","157708313026"
"R0012871","157708321040"
"R0012872","146333314058"
"R0012873","157708115009"
"R0012874","146333106004"
"R0012875","157708107014"
"R0012876","157705310002"
"R0012877","157708301008"
"R0012878","157708323002"
"R0012879","146333309011"
"R0012880","146332430010"
"R0012881","157705118004"
"R0012882","157704323005"
"R0012883","157704325005"
"R0012884","146333200010"
"R0012885","157705311022"
"R0012886","157708104033"
"R0012887","157717206036"
"R0012888","157708209016"
"R0012889","146332424015"
"R0012890","157705100032"
"R0012891","157708106024"
"R0012893","157717209003"
"R0012894","157705418010"
"R0012895","157717208015"
"R0012896","146333203018"
"R0012897","157705424020"
"R0012898","157708203008"
"R0012899","146333304037"
"R0012900","157705409003"
"R0012901","146333312019"
"R0012902","146333307033"
"R0012903","157707101016"
"R0012904","157708312018"
"R0012905","157705325004"
"R0012906","146333207010"
"R0012907","157705227004"
"R0012908","146333307026"
"R0012909","157707409003"
"R0012910","157718108010"
"R0012911","157704326015"
"R0012912","146333312034"
"R0012913","146333312037"
"R0012914","157717208009"
"R0012915","157705411003"
"R0012916","157708303001"
"R0012917","146333205020"
"R0012919","146333215001"
"R0012920","146333200011"
"R0012922","157708209004"
"R0012923","157708102016"
"R0012924","157708217020"
"R0012925","157705328003"
"R0012926","157717208001"
"R0012927","157705430006"
"R0012928","157708211014"
"R0012929","157708323015"
"R0012930","157708301006"
"R0012931","157708211017"
"R0012932","157717204003"
"R0012933","157705311002"
"R0012934","157705421016"
"R0012935","157718104010"
"R0012936","157709310001"
"R0012937","157708308027"
"R0012938","157717201005"
"R0012939","157705418005"
"R0012940","157708131014"
"R0012941","146333303013"
"R0012942","157707101012"
"R0012943","157709313062"
"R0012944","146333207007"
"R0012945","157708209024"
"R0012946","157705423039"
"R0012947","157708114001"
"R0012948","157707101020"
"R0012949","146332418015"
"R0012950","157709313094"
"R0012951","157705222004"
"R0012952","146333314033"
"R0012953","157705217013"
"R0012954","146332422009"
"R0012955","157705117011"
"R0012956","157708321002"
"R0012957","146333208003"
"R0012958","146333203029"
"R0012960","157708111009"
"R0012961","146333308003"
"R0012962","157708103019"
"R0012963","157705100007"
"R0012964","157705117009"
"R0012965","157707405024"
"R0012966","157717202013"
"R0012967","157717205028"
"R0012968","146333304031"
"R0012969","157708312038"
"R0012970","157705407009"
"R0012971","157709313045"
"R0012972","157708406022"
"R0012973","157708203012"
"R0012974","157708224022"
"R0012975","157705407029"
"R0012976","157707408033"
"R0012977","157708311006"
"R0012978","157709313025"
"R0012979","157708210001"
"R0012980","157708108001"
"R0012981","157705426019"
"R0012982","157705335024"
"R0012983","146333107004"
"R0012984","157708312020"
"R0012985","157709313091"
"R0012986","157707102071"
"R0012987","157708112002"
"R0012988","157708217002"
"R0012989","157705222006"
"R0012990","157718106006"
"R0012991","157708203011"
"R0012992","157705225010"
"R0012993","146333208016"
"R0012994","157709310006"
"R0012995","157709308021"
"R0012996","157718101012"
"R0012997","157708104031"
"R0012998","146332417009"
"R0012999","157708217003"
"R0013000","146332425017"
"R0013001","146332427009"
"R0013002","157708306024"
"R0013003","157708230002"
"R0013004","157705312006"
"R0013005","146332411002"
"R0013006","157708301019"
"R0013007","157705310007"
"R0013008","157705222008"
"R0013009","146332420018"
"R0013010","157705419004"
"R0013011","146332422015"
"R0013012","157708320013"
"R0013013","146332420023"
"R0013014","157708223043"
"R0013015","157708124010"
"R0013016","146333207008"
"R0013017","157708303003"
"R0013018","157708310072"
"R0013019","157705423005"
"R0013021","157709313028"
"R0013022","157705420006"
"R0013023","157708317003"
"R0013024","157708317007"
"R0013025","157705407032"
"R0013026","157708405005"
"R0013027","157708217010"
"R0013028","157718106004"
"R0013029","157708104006"
"R0013030","157708223024"
"R0013031","157705308008"
"R0013032","157707102037"
"R0013033","157708209018"
"R0013034","157707109001"
"R0013035","157708320008"
"R0013036","157717103003"
"R0013037","157705419006"
"R0013038","157708317010"
"R0013039","157705334006"
"R0013040","157704324005"
"R0013041","157708222002"
"R0013042","146333434002"
"R0013043","146332430013"
"R0013044","157708223033"
"R0013045","157704323009"
"R0013046","157717205041"
"R0013047","146332417010"
"R0013048","157708321027"
"R0013049","157708305020"
"R0013050","157708125002"
"R0013051","157708307020"
"R0013052","146333104026"
"R0013053","157705420017"
"R0013054","157717203007"
"R0013055","157708206010"
"R0013056","157717202016"
"R0013057","157708312037"
"R0013058","157708312043"
"R0013059","157705410003"
"R0013060","157704326001"
"R0013061","157708406009"
"R0013062","157709313084"
"R0013063","157707111043"
"R0013064","157708116009"
"R0013065","157705421003"
"R0013066","157709313017"
"R0013067","157708219026"
"R0013068","157705308004"
"R0013069","157708321056"
"R0013070","146332404003"
"R0013071","157708119001"
"R0013072","157707101013"
"R0013073","157705315009"
"R0013074","157707405009"
"R0013075","157707104019"
"R0013076","157708123031"
"R0013077","157705307021"
"R0013078","157709306007"
"R0013079","157708314017"
"R0013080","157717103002"
"R0013081","157708406018"
"R0013082","157705120002"
"R0013083","157705414008"
"R0013084","157708104022"
"R0013085","157709308015"
"R0013086","157709313051"
"R0013087","157705421008"
"R0013088","157709304011"
"R0013089","157708303007"
"R0013090","157708414006"
"R0013091","157707406016"
"R0013092","157707408046"
"R0013093","146333309016"
"R0013094","157708207011"
"R0013095","157708127006"
"R0013096","146332424002"
"R0013097","157708123001"
"R0013098","157708417006"
"R0013099","157705415008"
"R0013100","157705300004"
"R0013101","157718101003"
"R0013102","146332414007"
"R0013103","157707405010"
"R0013104","157707102004"
"R0013105","157707105022"
"R0013106","157717206004"
"R0013107","157707405011"
"R0013108","157705304002"
"R0013109","157708313009"
"R0013110","157705414001"
"R0013111","157705326010"
"R0013112","157717206027"
"R0013113","157707107012"
"R0013114","157707404021"
"R0013115","157708221005"
"R0013116","157708307005"
"R0013117","146333312047"
"R0013118","157708216007"
"R0013119","157708224020"
"R0013120","157708306014"
"R0013121","157708104017"
"R0013122","157708304014"
"R0013123","157708212007"
"R0013124","157708315003"
"R0013125","157708101007"
"R0013126","157708319027"
"R0013127","157717206001"
"R0013128","157707106020"
"R0013129","157708304033"
"R0013130","146333433008"
"R0013131","157705411015"
"R0013132","157709313082"
"R0013133","146332420033"
"R0013134","157708125001"
"R0013135","157705315005"
"R0013136","157705306004"
"R0013137","146332419009"
"R0013138","157705308007"
"R0013139","157705409002"
"R0013140","157705427004"
"R0013141","157708317030"
"R0013142","157707102014"
"R0013143","146332426013"
"R0013144","157708322004"
"R0013145","157718107006"
"R0013146","157705115007"
"R0013147","157708302001"
"R0013148","157707102029"
"R0013149","157708408008"
"R0013150","157705409021"
"R0013151","157705308005"
"R0013152","157708215015"
"R0013153","146333307007"
"R0013154","157705311027"
"R0013155","157708101015"
"R0013156","157708123030"
"R0013157","157707107011"
"R0013158","146332419024"
"R0013159","146333312011"
"R0013160","157708313010"
"R0013161","146333205023"
"R0013162","157708414005"
"R0013163","146333312015"
"R0013164","146332416003"
"R0013165","157709309014"
"R0013166","157708104012"
"R0013167","157707106017"
"R0013168","157718107005"
"R0013169","157708307028"
"R0013170","157707405013"
"R0013171","157707108019"
"R0013172","157708407010"
"R0013173","146333312023"
"R0013174","157708318005"
"R0013175","157707408058"
"R0013176","146333307011"
"R0013177","157705418009"
"R0013178","157708321025"
"R0013179","157705117010"
"R0013180","157705325015"
"R0013181","157708321049"
"R0013182","157709308007"
"R0013183","157707101006"
"R0013184","146333203002"
"R0013185","157708219018"
"R0013186","146332426020"
"R0013187","157709313080"
"R0013188","146333205014"
"R0013189","157708219023"
"R0013190","146333301013"
"R0013191","157717205001"
"R0013192","157708308001"
"R0013193","157707111009"
