"","id.musa","address","id.apn","id.acct","lot.sqft"
"612",6328,"1061 GRANT  PL  BOULDER Colorado","146136416005","R0008349",6397
"613",2616,"855 13TH  ST  BOULDER Colorado","146331322014","R0008362",6126
"614",3036,"565 JACK PINE  CT  BOULDER Colorado","146124113006","R0008373",13517
"615",11058,"2924 11TH  ST  BOULDER Colorado","146125137005","R0008403",7307
"616",9145,"2102 MARIPOSA  AVE  BOULDER Colorado","157706108001","R0008406",6638
"617",3415,"2040 BALSAM  DR  BOULDER Colorado","146330116006","R0008408",7941
"618",1205,"1340 ALPINE  AVE  BOULDER Colorado","146330225005","R0008427",10258
"619",6849,"609 PLEASANT  ST  BOULDER Colorado","146136100057","R0008441",6549
"620",8806,"706 JUNIPER  AVE  BOULDER Colorado","146124100095","R0008444",31440
"621",659,"709 18TH  ST  BOULDER Colorado","146331410012","R0008451",6294
"622",5755,"821 LINCOLN  PL  BOULDER Colorado","146331326012","R0008461",5670
"623",2101,"540 IRIS  AVE  BOULDER Colorado","146124400038","R0008466",10564
"624",7002,"2085 ALPINE  DR  BOULDER Colorado","146330116018","R0008471",6912
"625",8829,"1287 ELDER  AVE  BOULDER Colorado","146319313004","R0008472",8778
"626",9169,"1205 HAWTHORN  AVE  BOULDER Colorado","146319301001","R0008478",8001
"627",6253,"1890 DEL ROSA  CT  BOULDER Colorado","146319227004","R0008481",8320
"628",1995,"851 16TH  ST A BOULDER Colorado","146331319017","R0008502",6092
"629",11191,"1515 HIGH  ST  BOULDER Colorado","146330226016","R0008503",9695
"630",3375,"1205 EAST RIDGE  AVE  BOULDER Colorado","146332203013","R0008528",7730
"631",9931,"661 MAXWELL  AVE  BOULDER Colorado","146125120016","R0008550",6898
"632",6233,"2805 16TH  ST A BOULDER Colorado","146330213006","R0008558",7887
"633",8225,"2560 HAWTHORN  AVE  BOULDER Colorado","146319413002","R0008562",6941
"634",3114,"742 8TH  ST  BOULDER Colorado","146136419014","R0008579",7678
"635",5030,"2121 GROVE  CIR  BOULDER Colorado","146330834008","R0008582",5175
"636",10061,"805 13TH  ST  BOULDER Colorado","146331322009","R0008584",9342
"637",10321,"933 PINE  ST  BOULDER Colorado","146125419013","R0008586",7279
"638",2336,"2461 10TH  ST  BOULDER Colorado","146125100037","R0008592",5277
"639",8147,"1385 LINDEN  AVE  BOULDER Colorado","146319209006","R0008597",7330
"640",10840,"3160 6TH  ST  BOULDER Colorado","146124419005","R0008619",6508
"641",6970,"575 JACK PINE  CT  BOULDER Colorado","146124113004","R0008626",11070
"642",3814,"2895 18TH  ST  BOULDER Colorado","146330215004","R0008634",8460
"643",3653,"1805 BALSAM  AVE  BOULDER Colorado","146330216009","R0008635",9207
"644",5677,"3025 18TH  ST  BOULDER Colorado","146319326003","R0008644",6572
"645",10926,"711 CONCORD  AVE  BOULDER Colorado","146125122005","R0008666",5738
"646",5112,"2670 6TH  ST A BOULDER Colorado","146125116003","R0008669",10322
"647",4667,"2550 BALSAM  DR  BOULDER Colorado","146330121004","R0008680",9170
"648",2114,"2030 GROVE  ST  BOULDER Colorado","146330853001","R0008682",2777
"649",332,"335 HARVARD  LN  BOULDER Colorado","157705323012","R0008683",7694
"650",8129,"3040 ASH  AVE  BOULDER Colorado","157705318002","R0008707",6174
"651",1497,"1065 10TH  ST  BOULDER Colorado","146331309019","R0008708",6176
"652",9026,"2821 20TH  ST  BOULDER Colorado","146330111014","R0008732",9763
"653",3315,"707 14TH  ST  BOULDER Colorado","146331332009","R0008757",9228
"654",6911,"1415 DELLWOOD  AVE  BOULDER Colorado","146319300060","R0008787",7152
"655",6304,"945 11TH  ST  BOULDER Colorado","146331313018","R0008794",6317
"656",5477,"1565 COLUMBINE  AVE  BOULDER Colorado","157706204007","R0008795",11127
"657",8767,"1616 NORTH  ST  BOULDER Colorado","146330226076","R0008854",6099
"658",2276,"2342 PINE  ST  BOULDER Colorado","146330652001","R0008863",3578
"659",10429,"3040 10TH  ST  BOULDER Colorado","146124406007","R0008881",6200
"660",1440,"3005 24TH  ST  BOULDER Colorado","146319426021","R0008890",6860
"661",1731,"3070 17TH  ST  BOULDER Colorado","146319326021","R0008920",6645
"662",2749,"330 16TH  ST  BOULDER Colorado","157706214006","R0008936",11236
"663",8058,"980 6TH  ST  BOULDER Colorado","146136411011","R0008938",14117
"664",4925,"485 COLLEGE  AVE  BOULDER Colorado","146136137002","R0008962",7468
"665",4572,"240 ECHO  PL  BOULDER Colorado","157706123007","R0008979",8803
"666",5373,"1415 ELDER  AVE  BOULDER Colorado","146319300058","R0008983",7644
"667",10535,"3160 JEFFERSON  ST  BOULDER Colorado","146319316007","R0009011",10633
"668",4811,"3130 24TH  ST  BOULDER Colorado","146319427003","R0009017",6901
"669",8996,"701 EUCLID  AVE  BOULDER Colorado","146136409006","R0009038",25004
"670",17,"1605 KALMIA  AVE  BOULDER Colorado","146319221008","R0009055",7837
"671",7535,"432 CONCORD  AVE  BOULDER Colorado","146125101005","R0009056",6763
"672",2009,"627 MARINE  ST  BOULDER Colorado","146136153001","R0009069",1717
"673",6687,"2218 EDGEWOOD  DR  BOULDER Colorado","146330104004","R0009122",9147
"674",3641,"441 ARAPAHOE  AVE  BOULDER Colorado","146136101013","R0009169",10635
"675",8689,"615 SPRUCE  ST  BOULDER Colorado","146125435001","R0009179",6928
"676",939,"3210 ARNETT  ST  BOULDER Colorado","146320302003","R0009187",7948
"677",8764,"1516 8TH  ST  BOULDER Colorado","146136120012","R0009190",7199
"678",6659,"603 KALMIA  AVE  BOULDER Colorado","146124100035","R0009386",15218
"679",7470,"636 LINDEN PARK  DR  BOULDER Colorado","146124101017","R0009389",13988
"680",1977,"3746 WONDERLAND HILL  AVE  BOULDER Colorado","146124102004","R0009405",13427
"681",3759,"775 KALMIA  AVE  BOULDER Colorado","146124100032","R0009432",56631
"682",9410,"3716 WONDERLAND HILL  AVE  BOULDER Colorado","146124101006","R0009433",14850
"683",2290,"1290 TOEDTLI  DR  BOULDER Colorado","157708402004","R0009448",8321
"684",6596,"70 35TH S ST  BOULDER Colorado","157705228005","R0009452",6910
"685",4577,"2695 VASSAR  DR  BOULDER Colorado","157708207021","R0009453",8791
"686",10152,"1435 GILLASPIE  DR  BOULDER Colorado","157708321052","R0009461",6831
"687",4454,"2380 HILLSDALE  WAY  BOULDER Colorado","157707110009","R0009479",9127
"688",7308,"1245 GEORGETOWN  RD  BOULDER Colorado","157708306028","R0009508",6784
"689",1169,"810 39TH  ST  BOULDER Colorado","146332417008","R0009512",6912
"690",3885,"2750 CARNEGIE  DR  BOULDER Colorado","157708210008","R0009527",9098
"691",7841,"345 41ST S ST  BOULDER Colorado","157705423031","R0009545",7369
"692",3832,"4370 DREW  CIR  BOULDER Colorado","157708406020","R0009546",7531
"693",3845,"85 BENTHAVEN  PL  BOULDER Colorado","157707408085","R0009558",1861
"694",5835,"2235 VASSAR  DR  BOULDER Colorado","157707101017","R0009567",16646
"695",2425,"4505 DARLEY  AVE  BOULDER Colorado","157708123021","R0009572",8775
"696",9420,"4792 KELLOGG  CIR  BOULDER Colorado","146333205008","R0009575",8821
"697",6755,"795 35TH  ST  BOULDER Colorado","146332423027","R0009578",7473
"698",1204,"305 42ND S ST  BOULDER Colorado","157705424033","R0009589",7452
"699",10978,"730 32ND  ST  BOULDER Colorado","146332426011","R0009607",6974
"700",5830,"145 32ND S ST  BOULDER Colorado","157705315011","R0009609",7185
"701",4085,"835 39TH  ST  BOULDER Colorado","146332418025","R0009641",6759
"702",4789,"3160 EUCLID E AVE  BOULDER Colorado","146332409006","R0009662",7117
"703",5577,"4682 INGRAM  CT  BOULDER Colorado","157704326011","R0009685",14219
"704",4902,"4570 ARAPAHOE  AVE  BOULDER Colorado","146333200005","R0009687",11067
"705",4211,"2860 JUILLIARD  ST  BOULDER Colorado","157717205016","R0009710",20030
"706",7278,"1725 VIEWPOINT  RD  BOULDER Colorado","157718108003","R0009713",11019
"707",5589,"4155 COOPER  CT  BOULDER Colorado","146333314054","R0009743",10729
"708",8360,"3405 MARTIN  DR  BOULDER Colorado","157705304005","R0009752",7427
"709",10780,"1447 KENNEDY  CT  BOULDER Colorado","146333104021","R0009757",6444
"710",7634,"4665 MACKY  WAY  BOULDER Colorado","157709307005","R0009764",7777
"711",10264,"1285 CLAREMONT  DR  BOULDER Colorado","157708302018","R0009814",6929
"712",2066,"675 GILLASPIE  DR  BOULDER Colorado","157708204002","R0009816",7138
"713",10282,"3500 EASTMAN  AVE  BOULDER Colorado","157705333011","R0009817",7645
"714",2608,"1060 35TH  ST  BOULDER Colorado","146332403001","R0009824",8293
"715",1670,"1346 SCRUB OAK  CIR  BOULDER Colorado","157707406013","R0009826",10955
"716",4629,"1245 TOEDTLI  DR  BOULDER Colorado","157708406012","R0009836",8099
"717",9117,"945 36TH  ST  BOULDER Colorado","146332414014","R0009870",6769
"718",1575,"965 36TH  ST  BOULDER Colorado","146332414015","R0009873",6987
"719",10073,"515 44TH S ST  BOULDER Colorado","157708104035","R0009912",7104
"720",8271,"335 MARTIN  DR  BOULDER Colorado","157705222007","R0009929",7137
"721",3964,"955 WAITE  DR  BOULDER Colorado","146333301012","R0009934",7933
"722",6143,"1012 ALBION  WAY  BOULDER Colorado","157708121002","R0009940",11208
"723",1921,"4335 LUDLOW  ST  BOULDER Colorado","157708406007","R0009952",6902
"724",9365,"1340 EDINBORO  DR  BOULDER Colorado","157708303015","R0009958",6933
"725",711,"4780 MCKINLEY  DR  BOULDER Colorado","146333202007","R0009977",10796
"726",8968,"1123 CRANBROOK  CT  BOULDER Colorado","157707111003","R0009981",12400
"727",2490,"2245 HILLSDALE  CIR  BOULDER Colorado","157707102065","R0009989",24311
"728",6417,"2880 JUILLIARD  ST  BOULDER Colorado","157717205018","R0009998",23656
"729",2911,"1347 SCRUB OAK  CIR  BOULDER Colorado","157707405004","R0010029",6991
"730",2362,"1662 BEAR MOUNTAIN  DR  BOULDER Colorado","157707409005","R0010032",5800
"731",8223,"785 36TH  ST  BOULDER Colorado","146332421009","R0010075",7158
"732",7528,"4679 INGRAM  CT  BOULDER Colorado","157704327005","R0010085",12987
"733",10191,"3957 FULLER  CT  BOULDER Colorado","157705412002","R0010103",7016
"734",8298,"1250 ALBION  WAY  BOULDER Colorado","157708412008","R0010105",7663
"735",8947,"740 GILPIN  DR  BOULDER Colorado","146333312001","R0010118",7937
"736",347,"350 MARTIN  DR  BOULDER Colorado","157705225005","R0010122",7315
"737",2590,"3300 DOVER  DR  BOULDER Colorado","157705326001","R0010124",10166
"738",3225,"4250 GRINNELL  AVE  BOULDER Colorado","157708409005","R0010144",7286
"739",3999,"725 GILPIN  DR  BOULDER Colorado","146333315016","R0010146",7834
"740",3092,"931 TELLER  CIR  BOULDER Colorado","146333303018","R0010152",8077
"741",5286,"995 WAITE  DR  BOULDER Colorado","146333301016","R0010156",8018
"742",6127,"1890 LEHIGH  ST  BOULDER Colorado","157717206031","R0010164",10806
"743",7428,"3295 EMERSON  AVE  BOULDER Colorado","157708304022","R0010174",7461
"744",9899,"1190 HARTFORD  DR  BOULDER Colorado","157708306006","R0010196",7125
"745",4004,"3860 ELMHURST  PL  BOULDER Colorado","157705411007","R0010199",6993
"746",5781,"3055 BAYLOR  DR  BOULDER Colorado","157708211012","R0010202",8352
"747",3051,"715 43RD S ST  BOULDER Colorado","157708105023","R0010212",7079
"748",4531,"2640 CORNELL  CIR  BOULDER Colorado","157707106019","R0010228",17873
"749",9378,"1555 JUDSON  DR  BOULDER Colorado","157708313035","R0010235",7355
"750",9623,"825 35TH  ST  BOULDER Colorado","146332423030","R0010246",7649
"751",10135,"4015 EVANS  DR  BOULDER Colorado","146333314059","R0010259",7150
"752",3702,"2750 JUILLIARD  ST  BOULDER Colorado","157717205009","R0010282",16700
"753",7716,"775 MOHAWK  DR  BOULDER Colorado","146333308013","R0010328",6915
"754",6517,"4492 HAMILTON  CT  BOULDER Colorado","157704325007","R0010332",6970
"755",6747,"4291 EATON  CT  BOULDER Colorado","146333314032","R0010350",7569
"756",10569,"4820 LEE  CIR  BOULDER Colorado","146333107005","R0010351",9867
"757",3893,"2232 HOLYOKE  DR  BOULDER Colorado","157707111019","R0010356",11319
"758",10100,"820 36TH  ST  BOULDER Colorado","146332420007","R0010367",7194
"759",7241,"805 ORMAN  DR  BOULDER Colorado","146333307020","R0010369",8467
"760",10253,"3795 MOORHEAD  AVE  BOULDER Colorado","157705407008","R0010394",7874
"761",6238,"1570 JUDSON  DR  BOULDER Colorado","157708314018","R0010417",7516
"762",8839,"3665 ENDICOTT  DR  BOULDER Colorado","157708415004","R0010418",7352
"763",7461,"4125 GILPIN  DR  BOULDER Colorado","146333312052","R0010426",7047
"764",3992,"4730 LEE  CIR  BOULDER Colorado","146333205007","R0010428",8980
"765",11167,"760 34TH  ST  BOULDER Colorado","146332423011","R0010430",7180
"766",10691,"2203 HOLYOKE  DR  BOULDER Colorado","157707111026","R0010455",29285
"767",1688,"3895 CARLOCK  DR  BOULDER Colorado","157708114015","R0010483",6835
"768",9188,"1071 YALE  CIR  BOULDER Colorado","157708224019","R0010498",13112
"769",448,"3715 LONGWOOD  AVE  BOULDER Colorado","157717105017","R0010505",10192
"770",7658,"4755 MCKINLEY  DR  BOULDER Colorado","146333203014","R0010520",7948
"771",10386,"505 DRAKE  ST  BOULDER Colorado","157708208002","R0010538",10462
"772",7035,"960 ITHACA  DR  BOULDER Colorado","157708221003","R0010543",7350
"773",1333,"830 ORMAN  DR  BOULDER Colorado","146333306007","R0010563",7056
"774",10502,"1535 JUDSON  DR  BOULDER Colorado","157708313037","R0010582",10341
"775",1022,"4335 MARTIN  DR  BOULDER Colorado","157705429005","R0010586",7451
"776",1005,"725 37TH  ST  BOULDER Colorado","146332420020","R0010588",7262
"777",3985,"825 INCA  PKWY  BOULDER Colorado","146333312043","R0010598",9573
"778",10572,"4465 DARLEY  AVE  BOULDER Colorado","157708123023","R0010604",8702
"779",2274,"605 41ST S ST  BOULDER Colorado","157708107007","R0010612",7029
"780",991,"880 37TH  ST  BOULDER Colorado","146332419001","R0010617",7350
"781",6531,"807 ORMAN  DR  BOULDER Colorado","146333307021","R0010622",8776
"782",10710,"545 43RD S ST  BOULDER Colorado","157708105032","R0010630",7277
"783",8858,"430 41ST S ST  BOULDER Colorado","157705424014","R0010646",6890
"784",11289,"3265 ARROWWOOD  LN  BOULDER Colorado","146332431027","R0010665",7832
"785",2286,"1197 BEREA  DR  BOULDER Colorado","157708414017","R0010680",6792
"786",3491,"2855 LAFAYETTE  DR  BOULDER Colorado","157717206021","R0010683",18892
"787",5181,"2675 EMERSON  AVE  BOULDER Colorado","157708310028","R0010699",6965
"788",5585,"1075 MIAMI  WAY  BOULDER Colorado","157708223032","R0010701",7599
"789",10187,"4020 AURORA E AVE  BOULDER Colorado","146333314012","R0010714",10128
"790",3299,"2625 TABLE MESA  CT  BOULDER Colorado","157707106011","R0010721",11978
"791",7620,"515 45TH S ST  BOULDER Colorado","157708103035","R0010725",7055
"792",5218,"325 38TH S ST  BOULDER Colorado","157705419017","R0010728",7070
"793",689,"1330 KNOX  DR  BOULDER Colorado","157708406002","R0010735",7390
"794",10252,"1175 HANCOCK  DR  BOULDER Colorado","146333208017","R0010770",7888
"795",5405,"725 INCA  PKWY  BOULDER Colorado","146333316002","R0010796",7230
"796",3599,"4635 LUDLOW  ST  BOULDER Colorado","157709304006","R0010799",7126
"797",3143,"3090 EUCLID E AVE  BOULDER Colorado","146332409003","R0010814",7197
"798",1403,"935 TELLER  CIR  BOULDER Colorado","146333303017","R0010854",15946
"799",5542,"2790 DARLEY  AVE  BOULDER Colorado","157708310006","R0010857",7076
"800",2895,"3360 LOYOLA  CT  BOULDER Colorado","157708323011","R0010898",12051
"801",4371,"1585 KENDALL  DR  BOULDER Colorado","157708312026","R0010910",7167
"802",3666,"970 35TH  ST  BOULDER Colorado","146332414003","R0010915",7163
"803",4346,"3120 KITTRELL  CT  BOULDER Colorado","157717205047","R0010932",9667
"804",67,"425 44TH S ST  BOULDER Colorado","157705426018","R0010936",7013
"805",2187,"2835 LAGRANGE  CIR  BOULDER Colorado","157708310066","R0010958",13200
"806",952,"1905 LEHIGH  ST  BOULDER Colorado","157717207004","R0010965",9694
"807",767,"35 32ND S ST  BOULDER Colorado","157705315001","R0010971",7198
"808",3517,"4687 GORDON  DR  BOULDER Colorado","157709301006","R0010987",20882
"809",7306,"1077 BEREA  DR  BOULDER Colorado","157708119003","R0011021",7769
"810",1862,"3790 DARLEY  AVE  BOULDER Colorado","157708414028","R0011038",7875
"811",645,"2320 HILLSDALE  WAY  BOULDER Colorado","157707110014","R0011040",7978
"812",6469,"855 ORMAN  DR  BOULDER Colorado","146333307029","R0011056",6911
"813",9236,"4565 MOORHEAD  AVE  BOULDER Colorado","157704323006","R0011072",7802
"814",9422,"375 41ST S ST  BOULDER Colorado","157705423028","R0011073",7260
"815",7121,"1730 ITHACA  DR  BOULDER Colorado","157717203001","R0011087",10958
"816",3967,"990 MORGAN  DR  BOULDER Colorado","146333304011","R0011099",8711
"817",7230,"900 HARTFORD  DR  BOULDER Colorado","157708223001","R0011101",7659
"818",5776,"2860 COLBY  DR  BOULDER Colorado","157708219028","R0011102",8734
"819",5130,"2535 STEPHENS  RD  BOULDER Colorado","157707105003","R0011144",6934
"820",2857,"825 MCINTIRE  ST  BOULDER Colorado","146333435004","R0011148",8769
"821",1683,"745 43RD S ST  BOULDER Colorado","157708105020","R0011153",6970
"822",6321,"1290 GEORGETOWN  RD  BOULDER Colorado","157708305008","R0011154",7181
"823",5967,"1449 JOHNSON  CT  BOULDER Colorado","146333104011","R0011182",8180
"824",10730,"4725 SHOUP  PL  BOULDER Colorado","146333302003","R0011191",8063
"825",5899,"1780 LEHIGH  ST  BOULDER Colorado","157717204005","R0011207",10172
"826",7281,"4300 WHITNEY  PL  BOULDER Colorado","157708128003","R0011219",7253
"827",4670,"865 34TH  ST  BOULDER Colorado","146332424016","R0011220",7044
"828",4173,"905 36TH  ST  BOULDER Colorado","146332414010","R0011230",7479
"829",5359,"3925 BRITTING  AVE  BOULDER Colorado","157708113022","R0011245",8070
"830",4716,"965 35TH  ST  BOULDER Colorado","146332413004","R0011246",7693
"831",7384,"3953 FULLER  CT  BOULDER Colorado","157705412001","R0011251",7583
"832",7676,"3550 EVERETT  DR  BOULDER Colorado","157708321004","R0011260",7019
"833",6524,"945 WAITE  DR  BOULDER Colorado","146333301011","R0011292",7701
"834",5441,"3968 FULLER  CT  BOULDER Colorado","157705411017","R0011294",15642
"835",5050,"2875 JUILLIARD  ST  BOULDER Colorado","157717203008","R0011298",7959
"836",2284,"2295 HILLSDALE  CIR  BOULDER Colorado","157707102060","R0011299",7635
"837",8252,"860 MORGAN  DR  BOULDER Colorado","146333304021","R0011303",7860
"838",3979,"1405 FINDLAY  WAY  BOULDER Colorado","157708317001","R0011304",7430
"839",2360,"1031 WAITE  DR  BOULDER Colorado","146333301028","R0011305",9190
"840",3853,"3865 DARLEY  AVE  BOULDER Colorado","157708115015","R0011309",7046
"841",5157,"3935 CARLOCK  DR  BOULDER Colorado","157708114017","R0011310",6828
"842",92,"895 33RD  ST  BOULDER Colorado","146332431030","R0011330",10499
"843",1009,"1045 ITHACA  DR  BOULDER Colorado","157708219020","R0011344",6955
"844",6787,"2920 LAFAYETTE  DR  BOULDER Colorado","157717208012","R0011346",7817
"845",9744,"2813 KENYON  CIR  BOULDER Colorado","157708310052","R0011371",6995
"846",4845,"2545 WOODSTOCK  PL  BOULDER Colorado","157707404009","R0011381",6634
"847",6797,"1320 JUDSON  DR  BOULDER Colorado","157708308013","R0011410",7198
"848",4179,"800 MOHAWK  DR  BOULDER Colorado","146333313008","R0011430",7246
"849",9712,"755 TOEDTLI  DR  BOULDER Colorado","157708113003","R0011439",7730
"850",8332,"2825 DARLEY  AVE  BOULDER Colorado","157708219011","R0011446",6927
"851",9022,"1455 ITHACA  DR  BOULDER Colorado","157708314024","R0011450",6821
"852",9190,"305 32ND  ST  BOULDER Colorado","157705217011","R0011455",7103
"853",8948,"3440 LONGWOOD  AVE  BOULDER Colorado","157717210005","R0011457",9399
"854",2670,"2140 GODDARD  PL  BOULDER Colorado","157707107006","R0011461",7833
"855",6222,"3445 BERKLEY  AVE  BOULDER Colorado","157705229011","R0011466",7093
"856",5172,"1735 VIEWPOINT  RD  BOULDER Colorado","157718108001","R0011475",17990
"857",7382,"1227 AIKINS  WAY  BOULDER Colorado","157709306005","R0011482",7143
"858",1797,"25 32ND S ST  BOULDER Colorado","157705218002","R0011485",7391
"859",5401,"4658 INGRAM  CT  BOULDER Colorado","157704326003","R0011493",6883
"860",10964,"1487 BROWN  CIR  BOULDER Colorado","157709311007","R0011507",8199
"861",1732,"2990 CARNEGIE  DR  BOULDER Colorado","157708214009","R0011532",7909
"862",8353,"4550 BROOKFIELD  DR  BOULDER Colorado","157708130003","R0011541",10438
"863",3637,"2410 VASSAR  DR  BOULDER Colorado","157707102032","R0011571",20743
"864",456,"2235 HILLSDALE  CIR  BOULDER Colorado","157707102066","R0011590",14198
"865",5958,"897 ITHACA  DR  BOULDER Colorado","157708217012","R0011611",7137
"866",4785,"2995 VASSAR  DR  BOULDER Colorado","157708207013","R0011618",7979
"867",9810,"787 ITHACA  DR  BOULDER Colorado","157707105012","R0011621",6996
"868",10302,"3130 KITTRELL  CT  BOULDER Colorado","157717205048","R0011643",9906
"869",6264,"3160 AURORA E AVE  BOULDER Colorado","146332427002","R0011652",7773
"870",7998,"1005 35TH  ST  BOULDER Colorado","146332413001","R0011654",7789
"871",8655,"940 QUINN  ST  BOULDER Colorado","146332411004","R0011672",7076
"872",6626,"1110 FAIRFIELD  DR  BOULDER Colorado","157708304001","R0011673",7266
"873",3134,"1140 FAIRFIELD  DR  BOULDER Colorado","157708304003","R0011674",7049
"874",7776,"1390 FAIRFIELD  DR A BOULDER Colorado","157708304019","R0011676",7362
"875",8726,"1245 HARTFORD  DR  BOULDER Colorado","157708307030","R0011682",7040
"876",5592,"1175 GEORGETOWN  RD  BOULDER Colorado","157708306033","R0011696",9436
"877",9838,"1125 GEORGETOWN  RD  BOULDER Colorado","157708306036","R0011698",6854
"878",1578,"735 34TH  ST  BOULDER Colorado","146332424004","R0011719",7210
"879",6334,"4475 SQUIRES  CIR  BOULDER Colorado","157708130009","R0011729",6741
"880",2846,"725 46TH S ST  BOULDER Colorado","157708102024","R0011734",8026
"881",73,"4657 HUEY  CIR  BOULDER Colorado","157709303001","R0011756",10963
"882",11241,"505 46TH S ST  BOULDER Colorado","157708102038","R0011798",7286
"883",82,"710 35TH  ST  BOULDER Colorado","146332422016","R0011803",7036
"884",2902,"2455 CRAGMOOR  RD  BOULDER Colorado","157718103016","R0011835",11221
"885",5533,"2805 COLBY  DR  BOULDER Colorado","157708220001","R0011837",8007
"886",2023,"2665 STEPHENS  RD  BOULDER Colorado","157707105008","R0011848",6923
"887",8982,"2890 LAFAYETTE  DR  BOULDER Colorado","157717208011","R0011853",8582
"888",4160,"4892 KELLOGG  CIR  BOULDER Colorado","146333108001","R0011858",7469
"889",5248,"775 35TH  ST  BOULDER Colorado","146332423025","R0011872",7264
"890",5916,"1040 MIAMI  WAY  BOULDER Colorado","157708222013","R0011882",9659
"891",6935,"765 46TH S ST  BOULDER Colorado","157708102020","R0011893",7476
"892",9694,"3415 HEIDELBERG  DR  BOULDER Colorado","157708321043","R0011913",6926
"893",6104,"455 ERIE  DR  BOULDER Colorado","157705102001","R0011915",23940
"894",9016,"3495 HEIDELBERG  DR  BOULDER Colorado","157708321047","R0011916",8533
"895",5620,"3235 ARROWWOOD  LN  BOULDER Colorado","146332431026","R0011930",8819
"896",2855,"1460 JUDSON  DR  BOULDER Colorado","157708314007","R0011932",7969
"897",6555,"4135 MOORHEAD  AVE  BOULDER Colorado","157705407022","R0011967",7774
"898",5382,"770 37TH  ST  BOULDER Colorado","146332419010","R0011974",7263
"899",11079,"1135 BEREA  DR  BOULDER Colorado","157708414024","R0011999",7123
"900",5933,"1245 BEREA  DR  BOULDER Colorado","157708414012","R0012003",7639
"901",10337,"640 ITHACA  DR  BOULDER Colorado","157707109013","R0012028",8885
"902",3987,"245 38TH S ST  BOULDER Colorado","157705419008","R0012033",7107
"903",6705,"390 32ND  ST  BOULDER Colorado","157705220001","R0012037",7306
"904",10106,"720 YALE  RD  BOULDER Colorado","157708213002","R0012049",7476
"905",8937,"4615 GORDON  DR  BOULDER Colorado","157709305002","R0012063",8590
"906",3509,"1450 JUDSON  DR  BOULDER Colorado","157708314006","R0012065",7398
"907",8521,"3330 EVERETT  DR  BOULDER Colorado","157708321013","R0012070",7410
"908",2905,"1270 ALBION  WAY  BOULDER Colorado","157708412009","R0012076",7341
"909",3569,"285 41ST S ST  BOULDER Colorado","157705423036","R0012084",7419
"910",10621,"4650 TALBOT  DR  BOULDER Colorado","146333309019","R0012088",7113
"911",10734,"2865 STEPHENS  RD  BOULDER Colorado","157708217008","R0012092",6886
"912",8437,"120 34TH S ST  BOULDER Colorado","157705308006","R0012098",7006
"913",3571,"305 MARTIN  DR  BOULDER Colorado","157705222010","R0012136",7061
"914",10934,"1785 VIEWPOINT  RD  BOULDER Colorado","157718107001","R0012139",10683
"915",9753,"340 40TH S ST  BOULDER Colorado","157705423009","R0012141",7318
"916",2359,"670 HARTFORD  DR  BOULDER Colorado","157707103002","R0012165",6928
"917",4570,"740 42ND S ST  BOULDER Colorado","157708105016","R0012175",7307
"918",4607,"4495 MOORHEAD  AVE  BOULDER Colorado","157704323003","R0012201",7996
"919",7630,"315 MARTIN  DR  BOULDER Colorado","157705222009","R0012217",6922
"920",7433,"25 38TH S ST  BOULDER Colorado","157705414009","R0012250",7081
"921",8582,"1290 HARTFORD  DR A BOULDER Colorado","157708306012","R0012258",7083
"922",10407,"3355 ENDICOTT  DR  BOULDER Colorado","157708319017","R0012269",7030
"923",3797,"4715 HARRISON  AVE  BOULDER Colorado","146333206007","R0012272",10661
"924",9478,"4335 DARLEY  AVE  BOULDER Colorado","157708123028","R0012274",8596
"925",459,"655 42ND S ST  BOULDER Colorado","157708106025","R0012280",7182
"926",7926,"3765 MOORHEAD  AVE  BOULDER Colorado","157705407005","R0012289",7475
"927",6515,"3860 DARLEY  AVE  BOULDER Colorado","157708116010","R0012303",7128
"928",10477,"725 36TH  ST  BOULDER Colorado","146332421003","R0012308",7082
"929",1407,"4630 TALBOT  DR  BOULDER Colorado","146333309002","R0012318",8365
"930",5277,"70 36TH S ST  BOULDER Colorado","157705417001","R0012321",7681
"931",4687,"880 WAITE  DR  BOULDER Colorado","146333303001","R0012328",6931
"932",114,"4899 KELLOGG  CIR  BOULDER Colorado","146333107012","R0012336",7744
"933",7475,"430 40TH S ST  BOULDER Colorado","157705423016","R0012340",7108
"934",11179,"4035 MOORHEAD  AVE  BOULDER Colorado","157705407018","R0012364",7820
"935",9984,"3420 BERKLEY  AVE  BOULDER Colorado","157705230002","R0012366",9300
"936",6058,"4775 MCKINLEY  DR  BOULDER Colorado","146333203020","R0012383",8154
"937",5955,"2720 CARNEGIE  DR  BOULDER Colorado","157708210007","R0012386",8876
"938",7011,"3316 HEIDELBERG  DR  BOULDER Colorado","157708324005","R0012416",10437
"939",4471,"4205 EATON  CT  BOULDER Colorado","146333314047","R0012443",9111
"940",10441,"4000 DARLEY  AVE  BOULDER Colorado","157708116004","R0012448",7087
"941",10051,"840 GILPIN  DR  BOULDER Colorado","146333314007","R0012483",7686
"942",9185,"3805 ARMER  AVE  BOULDER Colorado","157708111006","R0012523",7196
"943",4254,"1420 JUDSON  DR  BOULDER Colorado","157708314002","R0012528",6970
"944",1802,"650 41ST S ST  BOULDER Colorado","157708106011","R0012535",7134
